res_id,name,cuisines,average_cost_for_two,currency,price_range,location,city,latitude,longitude,rating,votes,rating_text,rating_color,has_online_delivery,has_table_booking,is_delivering_now,country_id,locality,zipcode,photos_url,menu_url
18217475,Asia Kitchen by Mainland China,"Asian, Chinese",1400,Rs.,3,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,22.5146875471,88.3932937682,4.6,945,Excellent,3F7E00,1,0,0,1,"Acropolis Mall, Kasba ",700107,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
20747,India Restaurant,"Biryani, North Indian, Chinese, Mughlai",800,Rs.,2,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kolkata,22.5389989000,88.3223365000,4.6,1219,Excellent,3F7E00,1,1,0,1,Kidderpore,700023,https://www.zomato.com/kolkata/india-restaurant-kidderpore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/india-restaurant-kidderpore/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18377112,Nawwarah,"Chinese, Cafe, North Indian, Desserts",1000,Rs.,3,"48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Kolkata,22.5387310000,88.3648780000,3.9,326,Good,9ACD32,0,0,0,1,Ballygunge,700017,https://www.zomato.com/kolkata/nawwarah-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/nawwarah-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
24530,Santa's Fantasea,"Seafood, Chinese",800,Rs.,2,"9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",Kolkata,22.5150818224,88.3678302169,4.2,2584,Very Good,5BA829,0,0,0,1,Golpark,,https://www.zomato.com/kolkata/santas-fantasea-golpark/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/santas-fantasea-golpark/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18343731,Mumbai Local,"North Indian, Chinese, Street Food",1200,Rs.,3,"19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata",Kolkata,22.5336623000,88.3662166000,4.2,704,Very Good,5BA829,0,1,0,1,Ballygunge,,https://www.zomato.com/kolkata/mumbai-local-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/mumbai-local-ballygunge/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
24452,Sigree Global Grill,North Indian,1600,Rs.,3,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",Kolkata,22.5490998000,88.4004673000,4.1,1616,Very Good,5BA829,0,1,0,1,"Silver Spring Arcade, Science City Area",,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
20870,BarBQ,"Chinese, North Indian",900,Rs.,2,"43-47-55, Park Street Area, Kolkata",Kolkata,22.5529963761,88.3523102850,4.2,5288,Very Good,5BA829,1,0,0,1,Park Street Area,0,https://www.zomato.com/kolkata/barbq-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/barbq-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
20350,Mocambo,"Continental, Italian, North Indian",1050,Rs.,3,"25B Park Street, Park Street Area, Kolkata",Kolkata,22.5532273000,88.3532734000,3.5,4464,Good,9ACD32,1,0,0,1,Park Street Area,,https://www.zomato.com/kolkata/mocambo-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/mocambo-park-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
25664,Gabbar's Bar & Kitchen,"North Indian, Chinese, Mexican, Italian",1400,Rs.,3,"11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Kolkata,22.5471855000,88.3506798000,4.4,1484,Very Good,5BA829,0,1,0,1,Camac Street Area,700071,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18259462,Ocean Grill,"Continental, Seafood, North Indian, Asian",1500,Rs.,3,"1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake",Kolkata,22.5693667858,88.4331869334,3.6,1040,Good,9ACD32,0,1,0,1,"Sector 5, Salt Lake",,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
21220,Flame & Grill,"North Indian, Continental",1500,Rs.,3,"4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata",Kolkata,22.5778208000,88.4005810000,3.9,1064,Good,9ACD32,0,1,0,1,"Mani Square Mall, Kankurgachi",0,https://www.zomato.com/kolkata/flame-grill-kankurgachi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/kolkata/flame-grill-kankurgachi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18313566,Farzi Cafe,Modern Indian,1500,Rs.,3,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai",Mumbai,19.0035171959,72.8276499733,4.3,1240,Very Good,5BA829,0,0,0,1,Lower Parel,,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18075122,The Fusion Kitchen,"North Indian, Italian, Chinese, Mexican",1000,Rs.,3,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Mumbai,19.2545670000,72.8489230000,4.7,2083,Excellent,3F7E00,1,1,0,1,Borivali West,,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18237753,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Rs.,3,"31, Opposite Globus, Hill Road, Bandra West",Mumbai,19.0558306414,72.8339840099,4.1,2040,Very Good,5BA829,1,1,0,1,"Hill Road, Bandra West",,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18463285,Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",1000,Rs.,3,"Ganga Jamuna Block, 14th Road, Linking Road, Bandra West",Mumbai,19.0658375116,72.8326579928,3.8,146,Good,9ACD32,0,1,0,1,"Linking Road, Bandra West",,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18435740,38 Degree East,"North Indian, Chinese, Thai",1000,Rs.,3,"Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai",Mumbai,19.1219986598,72.9084926386,3.8,181,Good,9ACD32,0,1,0,1,Powai,400076,https://www.zomato.com/mumbai/38-degree-east-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/38-degree-east-powai/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
17806994,Mirchi And Mime,"North Indian, South Indian, Mughlai",1500,Rs.,3,"Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai",Mumbai,19.1200826821,72.9073853418,4.9,3244,Excellent,3F7E00,0,0,0,1,Powai,,https://www.zomato.com/mumbai/mirchi-and-mime-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/mirchi-and-mime-powai/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
18318116,R' ADDA,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",1200,Rs.,3,"Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai",Mumbai,19.1093000000,72.8254510000,4.0,536,Very Good,5BA829,0,0,0,1,"Ramee Guestline Hotel, Juhu",,https://www.zomato.com/mumbai/r-adda-juhu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,https://www.zomato.com/mumbai/r-adda-juhu/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop
